,id,product_id,cost,created_at,sold_at,product_category,product_name,product_brand,product_sku,product_retail_price,user_id,sale_price,sold_date
1216,1217,2555,11.13,2020-10-21,0,Active,Comfort Colors by Chouinard Women's Crewneck Stylish Sweatshirt. 1596,Comfort Colors,5ACDC9CA5D99AE66AFDFE1EEA0E3B26B,24.090000152587887,662.0,69.5,
1217,1218,2555,11.13,2020-10-27,0,Active,Comfort Colors by Chouinard Women's Crewneck Stylish Sweatshirt. 1596,Comfort Colors,5ACDC9CA5D99AE66AFDFE1EEA0E3B26B,24.090000152587887,663.0,49.950000762939446,
1218,1219,14049,7.2,2021-06-23,1,Accessories,Adventure Time Finn Bi-fold Wallet,Adventure Time,8EF93F7F477AA4674324B551EE68529F,18.989999771118164,664.0,12.989999771118164,2021-08-01
1219,1220,14049,7.2,2021-12-28,0,Accessories,Adventure Time Finn Bi-fold Wallet,Adventure Time,8EF93F7F477AA4674324B551EE68529F,18.989999771118164,664.0,21.989999771118164,
1220,1221,14049,7.2,2021-06-18,0,Accessories,Adventure Time Finn Bi-fold Wallet,Adventure Time,8EF93F7F477AA4674324B551EE68529F,18.989999771118164,664.0,150.0,
1221,1222,10382,29.81,2021-10-05,1,Intimates,Anita Women's Summer T-Shirt Nursing Bra,Anita,9C274B1E7FFD2213A3DFC155D8AEE560,58.0,666.0,18.5,2021-12-01
1222,1223,10382,29.81,2020-08-23,0,Intimates,Anita Women's Summer T-Shirt Nursing Bra,Anita,9C274B1E7FFD2213A3DFC155D8AEE560,58.0,666.0,58.52000045776367,
1223,1224,13381,29.1,2022-04-24,1,Swim,Aqua Sphere Women's Solena Swimwear,Aqua Sphere,8DACD3D8B9D2CD20EB244B5F745EA88E,64.94999694824219,667.0,36.59000015258789,2022-05-24
1224,1225,13381,29.1,2021-05-12,0,Swim,Aqua Sphere Women's Solena Swimwear,Aqua Sphere,8DACD3D8B9D2CD20EB244B5F745EA88E,64.94999694824219,667.0,58.0,
1225,1226,13381,29.1,2020-04-03,0,Swim,Aqua Sphere Women's Solena Swimwear,Aqua Sphere,8DACD3D8B9D2CD20EB244B5F745EA88E,64.94999694824219,668.0,58.5,
1226,1227,18777,52.92,2022-05-04,1,Active,Ibex Men's Shak Lite 1/2 Zip Jacket,Ibex,76FDCA9CD791ACCE9582BB354B48E608,135.0,670.0,54.0,2022-05-29
1227,1228,18777,52.92,2022-05-28,0,Active,Ibex Men's Shak Lite 1/2 Zip Jacket,Ibex,76FDCA9CD791ACCE9582BB354B48E608,135.0,671.0,24.090000152587887,
1228,1229,18777,52.92,2020-11-24,0,Active,Ibex Men's Shak Lite 1/2 Zip Jacket,Ibex,76FDCA9CD791ACCE9582BB354B48E608,135.0,672.0,485.0,
1229,1230,27046,17.65,2022-05-07,1,Sleep & Lounge,Tartan Plaid Thermal Top Pajamas for Men,The Pajamagram Company,4FC147E998BC303D0F94B6239B7B1449,49.9900016784668,672.0,257.95001220703125,2022-05-25
1230,1231,27046,17.65,2021-01-25,0,Sleep & Lounge,Tartan Plaid Thermal Top Pajamas for Men,The Pajamagram Company,4FC147E998BC303D0F94B6239B7B1449,49.9900016784668,673.0,40.0,
1231,1232,17376,13.18,2020-09-15,1,Fashion Hoodies & Sweatshirts,Oneill Men's Drifter Crew Neck Hoodie,O'Neill,60B8B65C7B7342A9CAA07A07AEA0CCAC,25.0,673.0,54.9900016784668,2020-10-14
1232,1233,17376,13.18,2020-05-09,0,Fashion Hoodies & Sweatshirts,Oneill Men's Drifter Crew Neck Hoodie,O'Neill,60B8B65C7B7342A9CAA07A07AEA0CCAC,25.0,676.0,9.43000030517578,
1233,1234,22276,43.35,2021-06-28,1,Pants,G-Star Men's Cm Rovic Loose Pant,G-Star,891C97C0EF7BB88206FDD3B81B6D990F,104.45999908447266,676.0,14.479999542236328,2021-08-05
1234,1235,22276,43.35,2022-05-03,0,Pants,G-Star Men's Cm Rovic Loose Pant,G-Star,891C97C0EF7BB88206FDD3B81B6D990F,104.45999908447266,677.0,18.0,
1235,1236,24438,76.04,2021-07-11,1,Outerwear & Coats,MontBell Alpine Light Down Jacket - Men's,MontBell,46AB19C42D821B6C948FAAAF948AD3EA,185.0,679.0,41.959999084472656,2021-08-06
1236,1237,24438,76.04,2021-09-20,0,Outerwear & Coats,MontBell Alpine Light Down Jacket - Men's,MontBell,46AB19C42D821B6C948FAAAF948AD3EA,185.0,679.0,59.0,
1237,1238,26322,7.54,2021-06-25,1,Underwear,Dance Belt with Thong Back1007,M. Stevens,8D406497AC87D9B972F805E2F63F964F,14.5,681.0,49.950000762939446,2021-08-06
1238,1239,26322,7.54,2022-05-19,0,Underwear,Dance Belt with Thong Back1007,M. Stevens,8D406497AC87D9B972F805E2F63F964F,14.5,681.0,44.0,
1239,1240,26322,7.54,2020-12-16,0,Underwear,Dance Belt with Thong Back1007,M. Stevens,8D406497AC87D9B972F805E2F63F964F,14.5,681.0,25.0,
1240,1241,26322,7.54,2020-10-18,0,Underwear,Dance Belt with Thong Back1007,M. Stevens,8D406497AC87D9B972F805E2F63F964F,14.5,681.0,40.34999847412109,
1241,1242,27742,35.06,2022-02-21,1,Swim,Fox Men's Futurize Boardshorts,Fox,F4F544FDB5F766DB8EE639797D3C38CB,62.5,682.0,36.0,2022-03-04
1242,1243,27742,35.06,2021-08-11,0,Swim,Fox Men's Futurize Boardshorts,Fox,F4F544FDB5F766DB8EE639797D3C38CB,62.5,683.0,61.950000762939446,
1243,1244,20886,111.13,2021-01-08,1,Jeans,Diesel Men's Larkee-Relaxed Straight Leg Jean,Diesel,155F4603B76E476B3E0DEC9A1D5B4C50,195.9900054931641,684.0,88.0,2021-02-08
1244,1245,20886,111.13,2020-01-12,0,Jeans,Diesel Men's Larkee-Relaxed Straight Leg Jean,Diesel,155F4603B76E476B3E0DEC9A1D5B4C50,195.9900054931641,684.0,35.0,
1245,1246,27300,8.06,2021-02-08,1,Sleep & Lounge,Football Plays Fleece Lounge Pants for men,Fun Boxers,A81969FD6ADC8B119246A8F77A76D750,20.0,686.0,119.98999786376952,2021-02-10
1246,1247,27300,8.06,2020-07-14,0,Sleep & Lounge,Football Plays Fleece Lounge Pants for men,Fun Boxers,A81969FD6ADC8B119246A8F77A76D750,20.0,687.0,14.979999542236328,
1247,1248,27300,8.06,2022-01-30,0,Sleep & Lounge,Football Plays Fleece Lounge Pants for men,Fun Boxers,A81969FD6ADC8B119246A8F77A76D750,20.0,687.0,64.0,
1248,1249,26285,12.9,2020-03-01,1,Underwear,Cold Pruf - Mens Performance Base Layer Performance Crew Top Black,COLD PRUF,ACC9A9C91909C59853D0F527E068C11C,24.950000762939453,688.0,146.0,2020-03-24
1249,1250,26285,12.9,2022-05-11,0,Underwear,Cold Pruf - Mens Performance Base Layer Performance Crew Top Black,COLD PRUF,ACC9A9C91909C59853D0F527E068C11C,24.950000762939453,688.0,9.949999809265137,
1250,1251,28727,42.89,2021-01-27,1,Accessories,Oakley Scalpel Round Sunglasses,Oakley,BAEC4B85C94A47B7D30A2E8BC779FAEB,118.15000152587892,689.0,18.5,2021-03-25
1251,1252,28727,42.89,2020-02-16,0,Accessories,Oakley Scalpel Round Sunglasses,Oakley,BAEC4B85C94A47B7D30A2E8BC779FAEB,118.15000152587892,690.0,7.0,
1252,1253,28727,42.89,2020-06-25,0,Accessories,Oakley Scalpel Round Sunglasses,Oakley,BAEC4B85C94A47B7D30A2E8BC779FAEB,118.15000152587892,690.0,46.220001220703125,
1253,1254,6708,12.84,2019-01-18,1,Shorts,DC Shoes Women's Inky Jean Denim Shorts,DC,B7AB1AAC36B6428D3B7A3860A0D7A74F,24.979999542236328,690.0,6.920000076293944,2019-01-20
1254,1255,6708,12.84,2021-10-16,0,Shorts,DC Shoes Women's Inky Jean Denim Shorts,DC,B7AB1AAC36B6428D3B7A3860A0D7A74F,24.979999542236328,690.0,129.0,
1255,1256,11360,26.8,2018-12-30,1,Intimates,Barely There Women's Second Skinnies Slimmers Slip,Barely There,F428542E6B94D297E4A77F2566F45F2C,50.0,694.0,35.0,2019-01-21
1256,1257,11360,26.8,2022-02-12,0,Intimates,Barely There Women's Second Skinnies Slimmers Slip,Barely There,F428542E6B94D297E4A77F2566F45F2C,50.0,694.0,9.989999771118164,
1257,1258,11360,26.8,2021-07-12,0,Intimates,Barely There Women's Second Skinnies Slimmers Slip,Barely There,F428542E6B94D297E4A77F2566F45F2C,50.0,695.0,169.0,
1258,1259,11360,26.8,2020-07-22,0,Intimates,Barely There Women's Second Skinnies Slimmers Slip,Barely There,F428542E6B94D297E4A77F2566F45F2C,50.0,697.0,169.0,
1259,1260,15225,10.26,2018-11-28,1,Maternity,A Pea in the Pod: Maternity Tank With Shelf Bra,A Pea in the Pod,7C72900E0B6E4108FDF991B696776F6C,22.5,699.0,10.479999542236328,2019-01-20
1260,1261,15225,10.26,2020-01-13,0,Maternity,A Pea in the Pod: Maternity Tank With Shelf Bra,A Pea in the Pod,7C72900E0B6E4108FDF991B696776F6C,22.5,701.0,124.0,
1261,1262,12331,39.29,2019-01-22,1,Intimates,Le Mystere Womens Isabella All Over Lace Bra Set 2 Piece Memory Form Gift Idea B C or D Cups,Le Mystere,E4C4E24EDD254BB81FC6E3FE7A1A5DD4,74.98999786376953,701.0,9.239999771118164,2019-01-22
1262,1263,12331,39.29,2022-04-09,0,Intimates,Le Mystere Womens Isabella All Over Lace Bra Set 2 Piece Memory Form Gift Idea B C or D Cups,Le Mystere,E4C4E24EDD254BB81FC6E3FE7A1A5DD4,74.98999786376953,701.0,59.9900016784668,
1263,1264,23945,53.17,2022-03-22,1,Outerwear & Coats,BGSD Men's Faux Shearling Top Coat,BGSD,C7A37DD1E972EC27BCF0858A893D00A4,129.99000549316406,701.0,29.989999771118164,2022-04-28
1264,1265,23945,53.17,2020-03-13,0,Outerwear & Coats,BGSD Men's Faux Shearling Top Coat,BGSD,C7A37DD1E972EC27BCF0858A893D00A4,129.99000549316406,702.0,49.5,
1265,1266,23945,53.17,2022-03-17,0,Outerwear & Coats,BGSD Men's Faux Shearling Top Coat,BGSD,C7A37DD1E972EC27BCF0858A893D00A4,129.99000549316406,702.0,68.0,
1266,1267,23945,53.17,2020-12-06,0,Outerwear & Coats,BGSD Men's Faux Shearling Top Coat,BGSD,C7A37DD1E972EC27BCF0858A893D00A4,129.99000549316406,703.0,25.0,
1267,1268,17319,29.94,2021-08-12,1,Fashion Hoodies & Sweatshirts,AA9590 Alternative Unisex 6.4 oz Rocky Full-Zip Hoodie,Alternative,7A5CDF95716EA8FDFCFAFA0F545139E0,49.9900016784668,704.0,54.0,2021-09-10
1268,1269,17319,29.94,2020-12-27,0,Fashion Hoodies & Sweatshirts,AA9590 Alternative Unisex 6.4 oz Rocky Full-Zip Hoodie,Alternative,7A5CDF95716EA8FDFCFAFA0F545139E0,49.9900016784668,705.0,32.0,
1269,1270,21391,83.44,2021-11-30,1,Jeans,Diesel - Mens Zathan 0074W Jeans,Diesel,109AC6C7E70EF69FCBF717F86C278ED1,153.9499969482422,705.0,29.5,2022-01-01
1270,1271,21391,83.44,2020-11-09,0,Jeans,Diesel - Mens Zathan 0074W Jeans,Diesel,109AC6C7E70EF69FCBF717F86C278ED1,153.9499969482422,705.0,69.0,
1271,1272,21391,83.44,2021-04-08,0,Jeans,Diesel - Mens Zathan 0074W Jeans,Diesel,109AC6C7E70EF69FCBF717F86C278ED1,153.9499969482422,706.0,16.5,
1272,1273,27509,37.13,2021-12-16,1,Swim,Fox Men's Fade Out Board Short,Fox,D61F11E5BDA1C631302B96F8E65A6C3B,59.5,706.0,12.949999809265137,2022-01-02
1273,1274,27509,37.13,2021-01-27,0,Swim,Fox Men's Fade Out Board Short,Fox,D61F11E5BDA1C631302B96F8E65A6C3B,59.5,706.0,29.950000762939453,
1274,1275,21944,10.76,2021-12-08,1,Pants,Allegra K Mens Stylish Zip Fly Button Closure Faux Leather Splice Front Casual Pants Black W32,Allegra K,1FFEF630011B95D233D7DD7C7B078568,24.18000030517578,708.0,55.0,2022-01-01
1275,1276,21944,10.76,2020-05-09,0,Pants,Allegra K Mens Stylish Zip Fly Button Closure Faux Leather Splice Front Casual Pants Black W32,Allegra K,1FFEF630011B95D233D7DD7C7B078568,24.18000030517578,708.0,44.400001525878906,
1276,1277,29061,10.88,2021-12-26,1,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,709.0,29.690000534057617,2022-02-08
1277,1278,29061,10.88,2021-07-14,0,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,710.0,62.0,
1278,1279,11858,20.63,2021-02-01,1,Intimates,Rago Shapewear Garter Belt Style 72522,Rago,E4848EA6B69DF2C66C87E2877E74726B,38.0,710.0,12.289999961853027,2021-02-04
1279,1280,11858,20.63,2021-08-22,0,Intimates,Rago Shapewear Garter Belt Style 72522,Rago,E4848EA6B69DF2C66C87E2877E74726B,38.0,711.0,12.630000114440918,
1280,1281,79,26.09,2020-12-31,1,Tops & Tees,Calvin Klein Women's Hi-Low Tee,Calvin Klein,D1FE173D08E959397ADF34B1D77E88D7,49.5,711.0,34.880001068115234,2021-02-04
1281,1282,79,26.09,2020-12-15,0,Tops & Tees,Calvin Klein Women's Hi-Low Tee,Calvin Klein,D1FE173D08E959397ADF34B1D77E88D7,49.5,711.0,24.0,
1282,1283,12010,29.41,2019-04-19,1,Intimates,Jezebel Women's Lace Attraction Bustier,Jezebel,C4B108F53550F1D5967305A9A8140DDD,58.0,712.0,4.949999809265137,2019-05-21
1283,1284,12010,29.41,2021-04-20,0,Intimates,Jezebel Women's Lace Attraction Bustier,Jezebel,C4B108F53550F1D5967305A9A8140DDD,58.0,712.0,59.9900016784668,
1284,1285,12010,29.41,2021-01-03,0,Intimates,Jezebel Women's Lace Attraction Bustier,Jezebel,C4B108F53550F1D5967305A9A8140DDD,58.0,714.0,42.5,
1285,1286,12010,29.41,2020-04-13,0,Intimates,Jezebel Women's Lace Attraction Bustier,Jezebel,C4B108F53550F1D5967305A9A8140DDD,58.0,715.0,239.9900054931641,
1286,1287,23120,34.06,2021-10-17,1,Shorts,Lucky Brand Men's Flat Front Twill Short,Lucky Brand,A813F6133031AA997C1223ACA7EF7CF8,64.5,715.0,39.9900016784668,2021-11-27
1287,1288,23120,34.06,2022-05-15,0,Shorts,Lucky Brand Men's Flat Front Twill Short,Lucky Brand,A813F6133031AA997C1223ACA7EF7CF8,64.5,715.0,35.0,
1288,1289,28932,6.99,2021-12-28,1,Accessories,Domo Men's Plush Wallet,Domo,627FB92E3EBBA0B88CE4A16D38F53E37,18.989999771118164,715.0,69.66999816894531,2022-01-06
1289,1290,28932,6.99,2021-05-28,0,Accessories,Domo Men's Plush Wallet,Domo,627FB92E3EBBA0B88CE4A16D38F53E37,18.989999771118164,715.0,18.989999771118164,
1290,1291,28932,6.99,2021-05-24,0,Accessories,Domo Men's Plush Wallet,Domo,627FB92E3EBBA0B88CE4A16D38F53E37,18.989999771118164,717.0,82.48999786376953,
1291,1292,18358,14.6,2021-11-14,1,Active,Russell Athletics Men's Double Bar Warm Up Pant,Russell Athletic,D926F01BF79EFE88C67B87D5FBC16BB1,35.0,718.0,44.77999877929688,2022-01-11
1292,1293,18358,14.6,2021-12-11,0,Active,Russell Athletics Men's Double Bar Warm Up Pant,Russell Athletic,D926F01BF79EFE88C67B87D5FBC16BB1,35.0,720.0,17.950000762939453,
1293,1294,18358,14.6,2021-12-05,0,Active,Russell Athletics Men's Double Bar Warm Up Pant,Russell Athletic,D926F01BF79EFE88C67B87D5FBC16BB1,35.0,720.0,14.0,
1294,1295,17389,21.71,2021-11-20,1,Fashion Hoodies & Sweatshirts,Bauer Classic Full Zip Printed Hoody [SENIOR],Bauer,36F9D490114303CD7DEBF20548FC6888,39.9900016784668,721.0,29.40999984741211,2022-01-13
1295,1296,17389,21.71,2021-07-29,0,Fashion Hoodies & Sweatshirts,Bauer Classic Full Zip Printed Hoody [SENIOR],Bauer,36F9D490114303CD7DEBF20548FC6888,39.9900016784668,722.0,25.0,
1296,1297,25822,15.16,2021-11-16,1,Underwear,2(x)ist Men's Tartan Long John Hip Rise Fit,2(x)ist,A1B865DAA05B1B1283171C4D28C02EC6,34.0,722.0,25.0,2022-01-11
1297,1298,25822,15.16,2020-02-11,0,Underwear,2(x)ist Men's Tartan Long John Hip Rise Fit,2(x)ist,A1B865DAA05B1B1283171C4D28C02EC6,34.0,722.0,112.25,
1298,1299,22513,65.98,2021-02-19,1,Pants,34 Heritage Charisma Twill Pant,34 Heritage,1E850F6BEF0BC36CA1F64E95FF1CBD2E,145.0,722.0,55.0,2021-03-26
1299,1300,22513,65.98,2020-01-23,0,Pants,34 Heritage Charisma Twill Pant,34 Heritage,1E850F6BEF0BC36CA1F64E95FF1CBD2E,145.0,722.0,27.989999771118164,
1300,1301,22513,65.98,2020-10-02,0,Pants,34 Heritage Charisma Twill Pant,34 Heritage,1E850F6BEF0BC36CA1F64E95FF1CBD2E,145.0,724.0,39.950000762939446,
1301,1302,17157,15.53,2021-07-04,1,Fashion Hoodies & Sweatshirts,Argyle Hoodie Buddie MP3 Earbuds Zip Sweatshirt Jacket,HoodieBuddie,C9FA5A72863B86FE0C7DC5902E21FB17,29.989999771118164,724.0,25.0,2021-08-21
1302,1303,17157,15.53,2020-10-26,0,Fashion Hoodies & Sweatshirts,Argyle Hoodie Buddie MP3 Earbuds Zip Sweatshirt Jacket,HoodieBuddie,C9FA5A72863B86FE0C7DC5902E21FB17,29.989999771118164,725.0,33.0,
1303,1304,26413,11.13,2021-07-01,1,Underwear,Emporio Armani Men's Basic Stretch Hip Brief,Emporio Armani,DA92CE36D3C841C78A1DC24EA5ABCB72,23.0,725.0,12.0,2021-08-19
1304,1305,26413,11.13,2021-10-23,0,Underwear,Emporio Armani Men's Basic Stretch Hip Brief,Emporio Armani,DA92CE36D3C841C78A1DC24EA5ABCB72,23.0,726.0,59.9900016784668,
1305,1306,23663,51.59,2021-08-06,1,Outerwear & Coats,Carhartt Men's Duck Active Jac - Quilted Flannel Lined,Carhartt,991B499BC45394C77E00DAA945BF9353,109.98999786376952,726.0,69.94999694824219,2021-08-20
1306,1307,23663,51.59,2021-07-10,0,Outerwear & Coats,Carhartt Men's Duck Active Jac - Quilted Flannel Lined,Carhartt,991B499BC45394C77E00DAA945BF9353,109.98999786376952,727.0,17.989999771118164,
1307,1308,23663,51.59,2021-10-08,0,Outerwear & Coats,Carhartt Men's Duck Active Jac - Quilted Flannel Lined,Carhartt,991B499BC45394C77E00DAA945BF9353,109.98999786376952,728.0,21.5,
1308,1309,18891,17.1,2021-07-16,1,Sweaters,Mens Lambswool Turtle Neck Sweater,Wool Overs,64063A9BAFBF19F37EF32A222116BCF1,36.0,728.0,17.0,2021-08-18
1309,1310,18891,17.1,2020-08-10,0,Sweaters,Mens Lambswool Turtle Neck Sweater,Wool Overs,64063A9BAFBF19F37EF32A222116BCF1,36.0,728.0,13.989999771118164,
1310,1311,17807,16.55,2021-08-13,1,Fashion Hoodies & Sweatshirts,Fox Men's Point to the Fence Zip Front Fleece,Fox,85D2D76EAF4C26E2A958FBF8068B5A52,29.989999771118164,728.0,34.970001220703125,2021-08-29
1311,1312,17807,16.55,2021-07-31,0,Fashion Hoodies & Sweatshirts,Fox Men's Point to the Fence Zip Front Fleece,Fox,85D2D76EAF4C26E2A958FBF8068B5A52,29.989999771118164,728.0,188.0,
1312,1313,29087,8.44,2021-07-04,1,Accessories,Harley-DavidsonÂ® Men's Bar & Shield Medallion Black Biker Bi-Fold Chain Wallet. 13-Inch Chain. BW415H,Harley-Davidson,8CD2980852DC7DB8F496B4AEA7D399F1,19.950000762939453,728.0,24.950000762939453,2021-09-01
1313,1314,29087,8.44,2020-05-25,0,Accessories,Harley-DavidsonÂ® Men's Bar & Shield Medallion Black Biker Bi-Fold Chain Wallet. 13-Inch Chain. BW415H,Harley-Davidson,8CD2980852DC7DB8F496B4AEA7D399F1,19.950000762939453,729.0,25.0,
1314,1315,29087,8.44,2020-04-08,0,Accessories,Harley-DavidsonÂ® Men's Bar & Shield Medallion Black Biker Bi-Fold Chain Wallet. 13-Inch Chain. BW415H,Harley-Davidson,8CD2980852DC7DB8F496B4AEA7D399F1,19.950000762939453,731.0,9.760000228881838,
1315,1316,29061,10.88,2022-02-08,1,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,732.0,14.399999618530272,2022-04-03
1316,1317,29061,10.88,2021-06-10,0,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,733.0,7.949999809265136,
1317,1318,29061,10.88,2021-05-17,0,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,734.0,69.5,
1318,1319,29061,10.88,2021-10-30,0,Accessories,Harley DavidsonÂ® Men's Biker Chain Wallet. Embroidery. TC817H-2B,Harley-Davidson,5D5FB81695EFE05E819B08EB4DEECF01,24.950000762939453,735.0,160.0,
1319,1320,17576,44.32,2022-04-12,1,Fashion Hoodies & Sweatshirts,Metal Mulisha Men's Reproach Fleece,Metal Mulisha,0200485A867C03EB6D1469FB284333F2,79.0,736.0,103.12999725341795,2022-05-19
1320,1321,17576,44.32,2020-05-05,0,Fashion Hoodies & Sweatshirts,Metal Mulisha Men's Reproach Fleece,Metal Mulisha,0200485A867C03EB6D1469FB284333F2,79.0,736.0,14.0,
1321,1322,18816,52.24,2022-03-31,1,Sweaters,7 Diamonds Men's Cortina Sweater,7 Diamonds,FAC871F4C1D48CDD1CFF6D175E6ED344,103.84999847412108,737.0,49.9900016784668,2022-05-17
1322,1323,18816,52.24,2022-01-08,0,Sweaters,7 Diamonds Men's Cortina Sweater,7 Diamonds,FAC871F4C1D48CDD1CFF6D175E6ED344,103.84999847412108,737.0,54.9900016784668,
1323,1324,18816,52.24,2021-10-16,0,Sweaters,7 Diamonds Men's Cortina Sweater,7 Diamonds,FAC871F4C1D48CDD1CFF6D175E6ED344,103.84999847412108,737.0,18.940000534057617,
1324,1325,18816,52.24,2020-10-19,0,Sweaters,7 Diamonds Men's Cortina Sweater,7 Diamonds,FAC871F4C1D48CDD1CFF6D175E6ED344,103.84999847412108,739.0,71.94999694824219,
1325,1326,29120,29.48,2022-04-16,1,Accessories,Boconi Collins Calf Billfold,Boconi,B0755C8792BB4F2FEB8E226F3D46876D,78.0,739.0,69.94999694824219,2022-05-20
1326,1327,29120,29.48,2021-01-06,0,Accessories,Boconi Collins Calf Billfold,Boconi,B0755C8792BB4F2FEB8E226F3D46876D,78.0,739.0,84.0,
1327,1328,26736,16.49,2021-01-20,1,Sleep & Lounge,Big & Tall State O Maine Light Weight Broadcloth Robe,KNOTHE CORP.,428316522A9F0838BA03F36D85411BEC,38.880001068115234,739.0,25.0,2021-02-27
1328,1329,26736,16.49,2021-06-09,0,Sleep & Lounge,Big & Tall State O Maine Light Weight Broadcloth Robe,KNOTHE CORP.,428316522A9F0838BA03F36D85411BEC,38.880001068115234,739.0,115.25,
1329,1330,28862,1.24,2021-11-14,1,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y63),Tok Tok Designs,4F84C116DA1CD8920DECDC4951488103,2.950000047683716,739.0,9.899999618530272,2021-12-27
1330,1331,28862,1.24,2021-04-13,0,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y63),Tok Tok Designs,4F84C116DA1CD8920DECDC4951488103,2.950000047683716,740.0,157.5,
1331,1332,28862,1.24,2020-03-06,0,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y63),Tok Tok Designs,4F84C116DA1CD8920DECDC4951488103,2.950000047683716,740.0,26.989999771118164,
1332,1333,23640,25.75,2021-11-08,1,Outerwear & Coats,Misfits Fiend Club Denim Vest,Hot Topic,FB9498C98B58294F190A52C37C2972D9,54.43999862670898,742.0,35.0,2021-12-29
1333,1334,23640,25.75,2020-06-01,0,Outerwear & Coats,Misfits Fiend Club Denim Vest,Hot Topic,FB9498C98B58294F190A52C37C2972D9,54.43999862670898,742.0,114.9499969482422,
1334,1335,1768,24.34,2022-03-15,1,Fashion Hoodies & Sweatshirts,Iron Fist - Womens Sleepy Wishbone Hoodie in Pink,Iron Fist,DB29450C3F5E97F97846693611F98C15,54.950000762939446,742.0,44.9900016784668,2022-04-13
1335,1336,1768,24.34,2022-05-06,0,Fashion Hoodies & Sweatshirts,Iron Fist - Womens Sleepy Wishbone Hoodie in Pink,Iron Fist,DB29450C3F5E97F97846693611F98C15,54.950000762939446,742.0,30.0,
1336,1337,13223,27.74,2022-03-04,1,Swim,Magic Suit Women's Classic Brief,Magic Suit,C7F1734F2E7B3EA403E447DE4A566ED2,61.380001068115234,742.0,18.209999084472656,2022-04-10
1337,1338,13223,27.74,2020-01-11,0,Swim,Magic Suit Women's Classic Brief,Magic Suit,C7F1734F2E7B3EA403E447DE4A566ED2,61.380001068115234,742.0,12.0,
1338,1339,18313,6.94,2021-09-28,1,Active,Duofold Juniors Youth Mid Weight Bottom,Duofold,46E9EDF04C80B04C62C5DB3AD8298A8B,18.5,743.0,20.989999771118164,2021-11-01
1339,1340,18313,6.94,2022-04-29,0,Active,Duofold Juniors Youth Mid Weight Bottom,Duofold,46E9EDF04C80B04C62C5DB3AD8298A8B,18.5,745.0,40.0,
1340,1341,18313,6.94,2020-06-19,0,Active,Duofold Juniors Youth Mid Weight Bottom,Duofold,46E9EDF04C80B04C62C5DB3AD8298A8B,18.5,746.0,19.989999771118164,
1341,1342,17206,27.46,2021-06-05,1,Fashion Hoodies & Sweatshirts,Famous Stars and Straps Men's Think Fast Pullover,Famous Stars and Straps,783B5FB3D7EE6F29FFFE2DBAB0AEE24B,48.0,747.0,34.9900016784668,2021-07-14
1342,1343,17206,27.46,2020-07-24,0,Fashion Hoodies & Sweatshirts,Famous Stars and Straps Men's Think Fast Pullover,Famous Stars and Straps,783B5FB3D7EE6F29FFFE2DBAB0AEE24B,48.0,748.0,22.96999931335449,
1343,1344,17206,27.46,2020-01-21,0,Fashion Hoodies & Sweatshirts,Famous Stars and Straps Men's Think Fast Pullover,Famous Stars and Straps,783B5FB3D7EE6F29FFFE2DBAB0AEE24B,48.0,750.0,59.0,
1344,1345,17206,27.46,2022-02-26,0,Fashion Hoodies & Sweatshirts,Famous Stars and Straps Men's Think Fast Pullover,Famous Stars and Straps,783B5FB3D7EE6F29FFFE2DBAB0AEE24B,48.0,750.0,24.96999931335449,
1345,1346,17275,94.25,2022-04-11,1,Fashion Hoodies & Sweatshirts,Armani Exchange Faux Shearling Zip Up Sweater,A:X Armani Exchange,FF356077CD5C5AED76A08459F3B6416D,168.0,750.0,65.0,2022-04-26
1346,1347,17275,94.25,2020-02-04,0,Fashion Hoodies & Sweatshirts,Armani Exchange Faux Shearling Zip Up Sweater,A:X Armani Exchange,FF356077CD5C5AED76A08459F3B6416D,168.0,750.0,21.0,
1347,1348,17275,94.25,2020-12-20,0,Fashion Hoodies & Sweatshirts,Armani Exchange Faux Shearling Zip Up Sweater,A:X Armani Exchange,FF356077CD5C5AED76A08459F3B6416D,168.0,751.0,14.989999771118164,
1348,1349,5502,33.09,2021-08-19,1,Pants & Capris,Calvin Klein Women's Colored Bowery,Calvin Klein,13D4635DECCC230C944E4FF6E03404B5,59.52000045776367,751.0,88.0,2021-09-04
